advertiser_ids,best_decay_factor,max_reward,decay_factor_results
"[9585, 5306, 112, 6823, 5230, 8846, 3254, 6085, 4059, 9426, 3744, 5427, 711, 1984, 8387, 1896, 177, 7597]",0.0,3760951.0,"{0.0: 3760951.0, 0.01: 3760951.0, 0.02: 3725366.0, 0.03: 3760951.0, 0.04: 3760951.0, 0.05: 3720736.0, 0.06: 3700961.0, 0.07: 3760951.0, 0.08: 3760951.0, 0.09: 3760951.0, 0.1: 3760951.0, 0.11: 3760951.0, 0.12: 3760951.0, 0.13: 3725181.0, 0.14: 3760951.0, 0.15: 3760951.0, 0.16: 3760951.0, 0.17: 3724147.0, 0.18: 3743337.0, 0.19: 3760951.0, 0.2: 3683721.0, 0.21: 3701361.0, 0.22: 3594424.0, 0.23: 3760951.0, 0.24: 3760951.0, 0.25: 3760951.0, 0.26: 3760951.0, 0.27: 3760951.0, 0.28: 3743508.0, 0.29: 3760951.0, 0.3: 3673986.0, 0.31: 3760951.0, 0.32: 3742353.0, 0.33: 3760951.0, 0.34: 3760951.0, 0.35000000000000003: 3760951.0, 0.36: 3743312.0, 0.37: 3743365.0, 0.38: 3760951.0, 0.39: 3702562.0, 0.4: 3726435.0, 0.41000000000000003: 3760951.0, 0.42: 3742983.0, 0.43: 3760951.0, 0.44: 3760951.0, 0.45: 3725077.0, 0.46: 3760951.0, 0.47000000000000003: 3760951.0, 0.48: 3743504.0, 0.49: 3701406.0, 0.5: 3760951.0, 0.51: 3760951.0, 0.52: 3639634.0, 0.53: 3680256.0, 0.54: 3760951.0, 0.55: 3760951.0, 0.56: 3760951.0, 0.5700000000000001: 3700154.0, 0.58: 3679565.0, 0.59: 3703908.0, 0.6: 3760951.0, 0.61: 3700674.0, 0.62: 3760951.0, 0.63: 3743112.0, 0.64: 3701065.0, 0.65: 3760951.0, 0.66: 3760951.0, 0.67: 3760951.0, 0.68: 3725239.0, 0.6900000000000001: 3760951.0, 0.7000000000000001: 3760951.0, 0.71: 3701867.0, 0.72: 3760951.0, 0.73: 3724881.0, 0.74: 3760951.0, 0.75: 3725386.0, 0.76: 3760951.0, 0.77: 3760951.0, 0.78: 3760951.0, 0.79: 3725783.0, 0.8: 3760951.0, 0.81: 3760951.0, 0.8200000000000001: 3760951.0, 0.8300000000000001: 3685062.0, 0.84: 3742604.0, 0.85: 3673371.0, 0.86: 3760951.0, 0.87: 3760951.0, 0.88: 3760951.0, 0.89: 3760951.0, 0.9: 3724799.0, 0.91: 3760951.0, 0.92: 3720644.0, 0.93: 3679506.0, 0.9400000000000001: 3743232.0, 0.9500000000000001: 3724895.0, 0.96: 3760951.0, 0.97: 3742870.0, 0.98: 3760951.0, 0.99: 3760951.0, 1.0: 3760951.0}"
"[6221, 203, 4480, 9331, 721, 156, 3733, 6470, 6209, 7396, 453]",0.0,2874001.0,"{0.0: 2874001.0, 0.01: 2874001.0, 0.02: 2874001.0, 0.03: 2874001.0, 0.04: 2874001.0, 0.05: 2874001.0, 0.06: 2874001.0, 0.07: 2874001.0, 0.08: 2874001.0, 0.09: 2874001.0, 0.1: 2874001.0, 0.11: 2874001.0, 0.12: 2874001.0, 0.13: 2874001.0, 0.14: 2874001.0, 0.15: 2874001.0, 0.16: 2874001.0, 0.17: 2874001.0, 0.18: 2874001.0, 0.19: 2874001.0, 0.2: 2874001.0, 0.21: 2874001.0, 0.22: 2874001.0, 0.23: 2874001.0, 0.24: 2874001.0, 0.25: 2874001.0, 0.26: 2874001.0, 0.27: 2874001.0, 0.28: 2874001.0, 0.29: 2874001.0, 0.3: 2874001.0, 0.31: 2874001.0, 0.32: 2874001.0, 0.33: 2874001.0, 0.34: 2874001.0, 0.35000000000000003: 2874001.0, 0.36: 2874001.0, 0.37: 2874001.0, 0.38: 2874001.0, 0.39: 2874001.0, 0.4: 2874001.0, 0.41000000000000003: 2874001.0, 0.42: 2874001.0, 0.43: 2874001.0, 0.44: 2874001.0, 0.45: 2874001.0, 0.46: 2874001.0, 0.47000000000000003: 2874001.0, 0.48: 2874001.0, 0.49: 2874001.0, 0.5: 2874001.0, 0.51: 2874001.0, 0.52: 2874001.0, 0.53: 2874001.0, 0.54: 2874001.0, 0.55: 2874001.0, 0.56: 2874001.0, 0.5700000000000001: 2874001.0, 0.58: 2874001.0, 0.59: 2874001.0, 0.6: 2874001.0, 0.61: 2874001.0, 0.62: 2874001.0, 0.63: 2874001.0, 0.64: 2874001.0, 0.65: 2874001.0, 0.66: 2874001.0, 0.67: 2874001.0, 0.68: 2874001.0, 0.6900000000000001: 2874001.0, 0.7000000000000001: 2874001.0, 0.71: 2874001.0, 0.72: 2874001.0, 0.73: 2874001.0, 0.74: 2874001.0, 0.75: 2874001.0, 0.76: 2874001.0, 0.77: 2874001.0, 0.78: 2874001.0, 0.79: 2874001.0, 0.8: 2874001.0, 0.81: 2874001.0, 0.8200000000000001: 2874001.0, 0.8300000000000001: 2874001.0, 0.84: 2874001.0, 0.85: 2874001.0, 0.86: 2874001.0, 0.87: 2874001.0, 0.88: 2874001.0, 0.89: 2874001.0, 0.9: 2874001.0, 0.91: 2874001.0, 0.92: 2874001.0, 0.93: 2874001.0, 0.9400000000000001: 2874001.0, 0.9500000000000001: 2874001.0, 0.96: 2874001.0, 0.97: 2874001.0, 0.98: 2874001.0, 0.99: 2874001.0, 1.0: 2874001.0}"
"[7144, 4947, 6902, 4244, 1062, 7332, 9627, 5410, 5474, 5829, 957, 3871, 8450, 5374, 7321, 7780, 9351, 4006, 7406, 2068, 1328, 3442, 9229, 4789, 3788, 1077, 7447, 1146, 7071, 382, 2323, 3295, 6410, 5987, 165, 4981, 1587, 9153, 8635, 1842, 9086, 2967, 6533]",0.12,6532017.0,"{0.0: 5773871.0, 0.01: 4790104.0, 0.02: 5109521.0, 0.03: 5770857.0, 0.04: 5457613.0, 0.05: 4924249.0, 0.06: 5401165.0, 0.07: 5463323.0, 0.08: 5265945.0, 0.09: 4865044.0, 0.1: 5904964.0, 0.11: 5507319.0, 0.12: 6532017.0, 0.13: 5733761.0, 0.14: 5628731.0, 0.15: 5140791.0, 0.16: 5081064.0, 0.17: 5360741.0, 0.18: 5668076.0, 0.19: 5266578.0, 0.2: 5645894.0, 0.21: 5261655.0, 0.22: 5242005.0, 0.23: 6063519.0, 0.24: 5178793.0, 0.25: 5368630.0, 0.26: 5856060.0, 0.27: 5432569.0, 0.28: 5145790.0, 0.29: 6130768.0, 0.3: 5556376.0, 0.31: 5659931.0, 0.32: 6165636.0, 0.33: 6385209.0, 0.34: 5306359.0, 0.35000000000000003: 4543391.0, 0.36: 5483232.0, 0.37: 4616330.0, 0.38: 5961613.0, 0.39: 5354333.0, 0.4: 5219522.0, 0.41000000000000003: 4919845.0, 0.42: 5138260.0, 0.43: 5383358.0, 0.44: 5712962.0, 0.45: 5656692.0, 0.46: 4991795.0, 0.47000000000000003: 5429130.0, 0.48: 6456749.0, 0.49: 5605200.0, 0.5: 5314519.0, 0.51: 5918312.0, 0.52: 5184768.0, 0.53: 5405885.0, 0.54: 5687220.0, 0.55: 4950329.0, 0.56: 5437206.0, 0.5700000000000001: 5366178.0, 0.58: 5608198.0, 0.59: 5498192.0, 0.6: 5395582.0, 0.61: 5166995.0, 0.62: 5086515.0, 0.63: 6014381.0, 0.64: 5961786.0, 0.65: 5443973.0, 0.66: 5579893.0, 0.67: 5332476.0, 0.68: 4984426.0, 0.6900000000000001: 5289173.0, 0.7000000000000001: 4400530.0, 0.71: 4979764.0, 0.72: 5309238.0, 0.73: 5014186.0, 0.74: 5155616.0, 0.75: 4892818.0, 0.76: 5348325.0, 0.77: 5593900.0, 0.78: 4781185.0, 0.79: 5215381.0, 0.8: 5337157.0, 0.81: 5133060.0, 0.8200000000000001: 5235697.0, 0.8300000000000001: 5382324.0, 0.84: 5387116.0, 0.85: 5324238.0, 0.86: 5972590.0, 0.87: 5745658.0, 0.88: 5609277.0, 0.89: 5019672.0, 0.9: 5721074.0, 0.91: 5567410.0, 0.92: 5521003.0, 0.93: 5301525.0, 0.9400000000000001: 5406658.0, 0.9500000000000001: 5016015.0, 0.96: 5933093.0, 0.97: 6321024.0, 0.98: 5801982.0, 0.99: 5215589.0, 1.0: 6230569.0}"
"[5581, 7113, 7904, 3338, 9431, 8318, 4823, 2395, 5824, 4881, 7427, 9735, 7061, 1168, 3816, 9808, 3327, 6288, 1341, 7642, 8345, 937, 9484, 8233, 6904, 1673, 8205, 7474, 2843, 5009, 2181, 8970, 9320, 3220, 6039, 4883, 8223, 2161]",0.65,6961306.0,"{0.0: 6113329.0, 0.01: 6583093.0, 0.02: 5646957.0, 0.03: 5689348.0, 0.04: 5688386.0, 0.05: 6479211.0, 0.06: 6032460.0, 0.07: 6138993.0, 0.08: 5776266.0, 0.09: 5545230.0, 0.1: 6079363.0, 0.11: 5898169.0, 0.12: 5629599.0, 0.13: 5563819.0, 0.14: 6106732.0, 0.15: 4967602.0, 0.16: 6004215.0, 0.17: 5709476.0, 0.18: 6472422.0, 0.19: 5531833.0, 0.2: 5610270.0, 0.21: 6104058.0, 0.22: 6349627.0, 0.23: 6092030.0, 0.24: 5719282.0, 0.25: 5009333.0, 0.26: 6574247.0, 0.27: 6019525.0, 0.28: 6009516.0, 0.29: 5898744.0, 0.3: 6004419.0, 0.31: 6069110.0, 0.32: 6169894.0, 0.33: 5930740.0, 0.34: 5547685.0, 0.35000000000000003: 6258092.0, 0.36: 5854861.0, 0.37: 5936266.0, 0.38: 5658112.0, 0.39: 5969942.0, 0.4: 5009440.0, 0.41000000000000003: 6501663.0, 0.42: 5959622.0, 0.43: 5630343.0, 0.44: 5745518.0, 0.45: 5819063.0, 0.46: 5667634.0, 0.47000000000000003: 6112146.0, 0.48: 5769382.0, 0.49: 5854302.0, 0.5: 6304270.0, 0.51: 5885768.0, 0.52: 6193732.0, 0.53: 5390224.0, 0.54: 5765532.0, 0.55: 5627773.0, 0.56: 6023670.0, 0.5700000000000001: 5562049.0, 0.58: 5862481.0, 0.59: 5971879.0, 0.6: 5732978.0, 0.61: 5637032.0, 0.62: 6035182.0, 0.63: 5661221.0, 0.64: 6114322.0, 0.65: 6961306.0, 0.66: 5646005.0, 0.67: 5643277.0, 0.68: 6346016.0, 0.6900000000000001: 5816160.0, 0.7000000000000001: 5741488.0, 0.71: 6017008.0, 0.72: 5805284.0, 0.73: 5688867.0, 0.74: 6105819.0, 0.75: 5875733.0, 0.76: 5957690.0, 0.77: 5907469.0, 0.78: 6020923.0, 0.79: 6064604.0, 0.8: 5728905.0, 0.81: 6136009.0, 0.8200000000000001: 6076182.0, 0.8300000000000001: 5860695.0, 0.84: 5807617.0, 0.85: 5355071.0, 0.86: 5335543.0, 0.87: 5922118.0, 0.88: 6116515.0, 0.89: 6063960.0, 0.9: 6019826.0, 0.91: 5842527.0, 0.92: 6251636.0, 0.93: 5778184.0, 0.9400000000000001: 5579773.0, 0.9500000000000001: 5572580.0, 0.96: 5677261.0, 0.97: 5714668.0, 0.98: 6350216.0, 0.99: 6200993.0, 1.0: 5862319.0}"
"[1552, 3681, 3737, 4431, 1463, 264, 2524, 3551, 5222, 9208, 4727, 2614, 4096, 5121, 8725, 794, 3104, 1063, 3048, 2036, 8981, 1396, 9118, 667, 8439, 7708]",0.35000000000000003,6767256.0,"{0.0: 6124790.0, 0.01: 6290784.0, 0.02: 5827491.0, 0.03: 5877213.0, 0.04: 5654438.0, 0.05: 6076726.0, 0.06: 6078683.0, 0.07: 5745451.0, 0.08: 5779622.0, 0.09: 5749196.0, 0.1: 5790679.0, 0.11: 6008389.0, 0.12: 6273670.0, 0.13: 5990012.0, 0.14: 6379537.0, 0.15: 5491537.0, 0.16: 5907980.0, 0.17: 6443174.0, 0.18: 6308004.0, 0.19: 6444031.0, 0.2: 5857529.0, 0.21: 5441117.0, 0.22: 6180976.0, 0.23: 5877487.0, 0.24: 5900224.0, 0.25: 5982835.0, 0.26: 6176586.0, 0.27: 5933067.0, 0.28: 6094228.0, 0.29: 5698712.0, 0.3: 6296771.0, 0.31: 6287198.0, 0.32: 5861291.0, 0.33: 5925411.0, 0.34: 6127852.0, 0.35000000000000003: 6767256.0, 0.36: 5337851.0, 0.37: 5826605.0, 0.38: 5941812.0, 0.39: 5662796.0, 0.4: 5823618.0, 0.41000000000000003: 5640189.0, 0.42: 5256601.0, 0.43: 5628666.0, 0.44: 5554233.0, 0.45: 5354367.0, 0.46: 5829381.0, 0.47000000000000003: 6474423.0, 0.48: 6103580.0, 0.49: 5954693.0, 0.5: 6186685.0, 0.51: 6062037.0, 0.52: 5630156.0, 0.53: 6182942.0, 0.54: 6031321.0, 0.55: 5812455.0, 0.56: 6320382.0, 0.5700000000000001: 6135521.0, 0.58: 6035455.0, 0.59: 6372309.0, 0.6: 6401667.0, 0.61: 5841125.0, 0.62: 5677270.0, 0.63: 6542423.0, 0.64: 5853694.0, 0.65: 6090909.0, 0.66: 5811813.0, 0.67: 5838213.0, 0.68: 6303301.0, 0.6900000000000001: 6467713.0, 0.7000000000000001: 6524989.0, 0.71: 6197641.0, 0.72: 6472735.0, 0.73: 6275890.0, 0.74: 6147585.0, 0.75: 6112119.0, 0.76: 5988091.0, 0.77: 6048925.0, 0.78: 5697580.0, 0.79: 5664933.0, 0.8: 5581672.0, 0.81: 6002884.0, 0.8200000000000001: 5982741.0, 0.8300000000000001: 6168066.0, 0.84: 6177408.0, 0.85: 5896562.0, 0.86: 5967545.0, 0.87: 6438725.0, 0.88: 5626666.0, 0.89: 5511170.0, 0.9: 5456713.0, 0.91: 5808260.0, 0.92: 6484471.0, 0.93: 6150279.0, 0.9400000000000001: 5540718.0, 0.9500000000000001: 6067030.0, 0.96: 6110329.0, 0.97: 5396014.0, 0.98: 5697958.0, 0.99: 5928941.0, 1.0: 5881477.0}"
"[8371, 5007, 2963, 8616, 5392, 5116, 1960, 9901, 730, 9714, 5941, 3957, 687, 8649, 9348, 2796, 233, 6614, 1769, 2591, 2709, 4158, 3632, 5141, 6205, 4651, 5119, 4655, 2780, 7714, 5727, 8243, 8223, 2517]",0.04,6902198.0,"{0.0: 5460770.0, 0.01: 5632077.0, 0.02: 5843366.0, 0.03: 6722897.0, 0.04: 6902198.0, 0.05: 6274444.0, 0.06: 5887044.0, 0.07: 6068406.0, 0.08: 5655034.0, 0.09: 6173780.0, 0.1: 5547759.0, 0.11: 6032105.0, 0.12: 5702243.0, 0.13: 6143483.0, 0.14: 5483168.0, 0.15: 6001127.0, 0.16: 6389617.0, 0.17: 6197251.0, 0.18: 5580814.0, 0.19: 6609434.0, 0.2: 6396549.0, 0.21: 5847195.0, 0.22: 5742370.0, 0.23: 6309283.0, 0.24: 5924012.0, 0.25: 5780093.0, 0.26: 6581633.0, 0.27: 5851538.0, 0.28: 6560042.0, 0.29: 6217078.0, 0.3: 6070605.0, 0.31: 5855887.0, 0.32: 6578304.0, 0.33: 6200912.0, 0.34: 6168092.0, 0.35000000000000003: 6055754.0, 0.36: 5701277.0, 0.37: 6310629.0, 0.38: 6396464.0, 0.39: 4682000.0, 0.4: 5248216.0, 0.41000000000000003: 5377834.0, 0.42: 5762633.0, 0.43: 5932603.0, 0.44: 6886580.0, 0.45: 6094411.0, 0.46: 6314222.0, 0.47000000000000003: 6169802.0, 0.48: 5818043.0, 0.49: 6335417.0, 0.5: 6477281.0, 0.51: 6829768.0, 0.52: 6120891.0, 0.53: 6045162.0, 0.54: 5544700.0, 0.55: 6754457.0, 0.56: 6111819.0, 0.5700000000000001: 5870853.0, 0.58: 6089413.0, 0.59: 6197584.0, 0.6: 6029340.0, 0.61: 5895635.0, 0.62: 5799386.0, 0.63: 6021824.0, 0.64: 6177214.0, 0.65: 5856635.0, 0.66: 6080837.0, 0.67: 6105369.0, 0.68: 4942241.0, 0.6900000000000001: 5954970.0, 0.7000000000000001: 6391982.0, 0.71: 5853281.0, 0.72: 5880968.0, 0.73: 5624108.0, 0.74: 6370131.0, 0.75: 6300912.0, 0.76: 5534915.0, 0.77: 5563364.0, 0.78: 5586704.0, 0.79: 5776524.0, 0.8: 5704980.0, 0.81: 6411920.0, 0.8200000000000001: 6505375.0, 0.8300000000000001: 6203845.0, 0.84: 5280278.0, 0.85: 5649580.0, 0.86: 6820519.0, 0.87: 5589940.0, 0.88: 5175587.0, 0.89: 6820175.0, 0.9: 5452732.0, 0.91: 5853121.0, 0.92: 6140141.0, 0.93: 6325681.0, 0.9400000000000001: 5580484.0, 0.9500000000000001: 6016904.0, 0.96: 5307744.0, 0.97: 6250410.0, 0.98: 6146866.0, 0.99: 5599314.0, 1.0: 5905485.0}"
"[1120, 4635, 7786, 9719, 973, 2157, 5073, 1652, 4589, 5197, 8439, 9888, 5478, 5765, 3903, 6119, 4734]",0.71,4755784.0,"{0.0: 4701041.0, 0.01: 4647367.0, 0.02: 4587652.0, 0.03: 4641270.0, 0.04: 4584581.0, 0.05: 4678497.0, 0.06: 4577000.0, 0.07: 4730568.0, 0.08: 4651572.0, 0.09: 4731033.0, 0.1: 4521686.0, 0.11: 4580177.0, 0.12: 4647597.0, 0.13: 4610677.0, 0.14: 4525692.0, 0.15: 4618046.0, 0.16: 4564339.0, 0.17: 4601290.0, 0.18: 4652161.0, 0.19: 4313777.0, 0.2: 4591009.0, 0.21: 4577161.0, 0.22: 4225734.0, 0.23: 4588454.0, 0.24: 4552696.0, 0.25: 4636821.0, 0.26: 4276496.0, 0.27: 4539552.0, 0.28: 4621385.0, 0.29: 4592092.0, 0.3: 4668239.0, 0.31: 4607595.0, 0.32: 4598536.0, 0.33: 4730009.0, 0.34: 4511976.0, 0.35000000000000003: 4508048.0, 0.36: 4700084.0, 0.37: 4581338.0, 0.38: 4425200.0, 0.39: 4694103.0, 0.4: 4672581.0, 0.41000000000000003: 4567768.0, 0.42: 4627270.0, 0.43: 4582763.0, 0.44: 4494360.0, 0.45: 4711087.0, 0.46: 4609408.0, 0.47000000000000003: 4466882.0, 0.48: 4637563.0, 0.49: 4644505.0, 0.5: 4600173.0, 0.51: 4665516.0, 0.52: 4662821.0, 0.53: 4528274.0, 0.54: 4571831.0, 0.55: 4698134.0, 0.56: 4669347.0, 0.5700000000000001: 4563018.0, 0.58: 4607039.0, 0.59: 4673915.0, 0.6: 4703667.0, 0.61: 4683677.0, 0.62: 4731254.0, 0.63: 4694050.0, 0.64: 4570693.0, 0.65: 4615669.0, 0.66: 4617777.0, 0.67: 4447361.0, 0.68: 4609493.0, 0.6900000000000001: 4595294.0, 0.7000000000000001: 4573731.0, 0.71: 4755784.0, 0.72: 4633199.0, 0.73: 4355445.0, 0.74: 4568797.0, 0.75: 4610833.0, 0.76: 4612289.0, 0.77: 4516916.0, 0.78: 4624083.0, 0.79: 4730947.0, 0.8: 4730803.0, 0.81: 4595589.0, 0.8200000000000001: 4681205.0, 0.8300000000000001: 4668705.0, 0.84: 4514322.0, 0.85: 4755784.0, 0.86: 4577435.0, 0.87: 4608283.0, 0.88: 4618945.0, 0.89: 4550661.0, 0.9: 4546443.0, 0.91: 4625077.0, 0.92: 4573858.0, 0.93: 4552516.0, 0.9400000000000001: 4676431.0, 0.9500000000000001: 4665028.0, 0.96: 4584091.0, 0.97: 4693276.0, 0.98: 4613795.0, 0.99: 4607083.0, 1.0: 4610999.0}"
"[4124, 5455, 9633, 6267, 6095, 9605, 5054, 9699, 8560, 2579, 2648, 63, 4614, 6257, 8962, 1882, 5941, 2918, 1294, 8778, 9162, 3021, 2073, 607, 4990]",0.06,5940838.0,"{0.0: 5360419.0, 0.01: 5635651.0, 0.02: 5158082.0, 0.03: 5400159.0, 0.04: 4890869.0, 0.05: 5220738.0, 0.06: 5940838.0, 0.07: 5583826.0, 0.08: 5577940.0, 0.09: 5195628.0, 0.1: 5069705.0, 0.11: 5029765.0, 0.12: 5450934.0, 0.13: 5056957.0, 0.14: 5157643.0, 0.15: 5022868.0, 0.16: 5246327.0, 0.17: 5434582.0, 0.18: 5490144.0, 0.19: 5557159.0, 0.2: 5030149.0, 0.21: 5668962.0, 0.22: 5376314.0, 0.23: 5722644.0, 0.24: 4465569.0, 0.25: 5491491.0, 0.26: 5789993.0, 0.27: 5142436.0, 0.28: 5515469.0, 0.29: 5366475.0, 0.3: 5473702.0, 0.31: 5475947.0, 0.32: 5655716.0, 0.33: 5569439.0, 0.34: 5141172.0, 0.35000000000000003: 5317808.0, 0.36: 4999846.0, 0.37: 5546519.0, 0.38: 5546754.0, 0.39: 5535733.0, 0.4: 5376391.0, 0.41000000000000003: 5284957.0, 0.42: 5091486.0, 0.43: 4949126.0, 0.44: 5313483.0, 0.45: 5479877.0, 0.46: 5547283.0, 0.47000000000000003: 5111710.0, 0.48: 5436407.0, 0.49: 4863432.0, 0.5: 5164393.0, 0.51: 5236802.0, 0.52: 5602635.0, 0.53: 5732514.0, 0.54: 5631014.0, 0.55: 5641148.0, 0.56: 5324696.0, 0.5700000000000001: 5530584.0, 0.58: 5218576.0, 0.59: 5141804.0, 0.6: 5637035.0, 0.61: 5164171.0, 0.62: 5623751.0, 0.63: 5670320.0, 0.64: 5283075.0, 0.65: 5524098.0, 0.66: 5544974.0, 0.67: 5156860.0, 0.68: 5671605.0, 0.6900000000000001: 5447333.0, 0.7000000000000001: 5475079.0, 0.71: 5302382.0, 0.72: 5409486.0, 0.73: 5362628.0, 0.74: 5172635.0, 0.75: 5005054.0, 0.76: 5180166.0, 0.77: 5497205.0, 0.78: 5382684.0, 0.79: 5892881.0, 0.8: 5273660.0, 0.81: 5519121.0, 0.8200000000000001: 5728573.0, 0.8300000000000001: 5621534.0, 0.84: 4995132.0, 0.85: 5367177.0, 0.86: 5532874.0, 0.87: 5493783.0, 0.88: 5117692.0, 0.89: 5626894.0, 0.9: 5547687.0, 0.91: 5186048.0, 0.92: 5415187.0, 0.93: 5470366.0, 0.9400000000000001: 5531597.0, 0.9500000000000001: 5033351.0, 0.96: 5313624.0, 0.97: 5166077.0, 0.98: 5362945.0, 0.99: 5314796.0, 1.0: 5364466.0}"
"[969, 9523, 4986, 3862, 3722, 9018, 267, 5178, 3483, 7467, 268, 7303, 6381, 3455]",0.0,3710494.0,"{0.0: 3710494.0, 0.01: 3710494.0, 0.02: 3710494.0, 0.03: 3710494.0, 0.04: 3710494.0, 0.05: 3710494.0, 0.06: 3710494.0, 0.07: 3710494.0, 0.08: 3710494.0, 0.09: 3710494.0, 0.1: 3710494.0, 0.11: 3710494.0, 0.12: 3710494.0, 0.13: 3710494.0, 0.14: 3710494.0, 0.15: 3710494.0, 0.16: 3710494.0, 0.17: 3710494.0, 0.18: 3710494.0, 0.19: 3710494.0, 0.2: 3710494.0, 0.21: 3710494.0, 0.22: 3710494.0, 0.23: 3710494.0, 0.24: 3710494.0, 0.25: 3710494.0, 0.26: 3710494.0, 0.27: 3710494.0, 0.28: 3710494.0, 0.29: 3710494.0, 0.3: 3710494.0, 0.31: 3710494.0, 0.32: 3710494.0, 0.33: 3710494.0, 0.34: 3710494.0, 0.35000000000000003: 3710494.0, 0.36: 3710494.0, 0.37: 3710494.0, 0.38: 3710494.0, 0.39: 3710494.0, 0.4: 3710494.0, 0.41000000000000003: 3710494.0, 0.42: 3710494.0, 0.43: 3710494.0, 0.44: 3710494.0, 0.45: 3710494.0, 0.46: 3710494.0, 0.47000000000000003: 3710494.0, 0.48: 3710494.0, 0.49: 3685104.0, 0.5: 3710494.0, 0.51: 3710494.0, 0.52: 3710494.0, 0.53: 3710494.0, 0.54: 3710494.0, 0.55: 3710494.0, 0.56: 3710494.0, 0.5700000000000001: 3710494.0, 0.58: 3710494.0, 0.59: 3710494.0, 0.6: 3710494.0, 0.61: 3710494.0, 0.62: 3710494.0, 0.63: 3710494.0, 0.64: 3710494.0, 0.65: 3710494.0, 0.66: 3710494.0, 0.67: 3710494.0, 0.68: 3710494.0, 0.6900000000000001: 3710494.0, 0.7000000000000001: 3710494.0, 0.71: 3710494.0, 0.72: 3710494.0, 0.73: 3710494.0, 0.74: 3710494.0, 0.75: 3710494.0, 0.76: 3710494.0, 0.77: 3710494.0, 0.78: 3710494.0, 0.79: 3710494.0, 0.8: 3710494.0, 0.81: 3710494.0, 0.8200000000000001: 3710494.0, 0.8300000000000001: 3710494.0, 0.84: 3710494.0, 0.85: 3710494.0, 0.86: 3710494.0, 0.87: 3710494.0, 0.88: 3710494.0, 0.89: 3710494.0, 0.9: 3710494.0, 0.91: 3710494.0, 0.92: 3710494.0, 0.93: 3710494.0, 0.9400000000000001: 3710494.0, 0.9500000000000001: 3685777.0, 0.96: 3710494.0, 0.97: 3710494.0, 0.98: 3710494.0, 0.99: 3710494.0, 1.0: 3710494.0}"
"[6992, 5643, 930, 2327, 3926, 6608, 1512, 8675, 1215, 4486, 1612, 4752]",0.0,3338375.0,"{0.0: 3338375.0, 0.01: 3338375.0, 0.02: 3338375.0, 0.03: 3338375.0, 0.04: 3338375.0, 0.05: 3338375.0, 0.06: 3338375.0, 0.07: 3338375.0, 0.08: 3338375.0, 0.09: 3338375.0, 0.1: 3338375.0, 0.11: 3338375.0, 0.12: 3338375.0, 0.13: 3338375.0, 0.14: 3338375.0, 0.15: 3338375.0, 0.16: 3338375.0, 0.17: 3338375.0, 0.18: 3338375.0, 0.19: 3338375.0, 0.2: 3338375.0, 0.21: 3338375.0, 0.22: 3338375.0, 0.23: 3338375.0, 0.24: 3338375.0, 0.25: 3338375.0, 0.26: 3338375.0, 0.27: 3338375.0, 0.28: 3338375.0, 0.29: 3338375.0, 0.3: 3338375.0, 0.31: 3338375.0, 0.32: 3338375.0, 0.33: 3338375.0, 0.34: 3338375.0, 0.35000000000000003: 3338375.0, 0.36: 3338375.0, 0.37: 3338375.0, 0.38: 3338375.0, 0.39: 3338375.0, 0.4: 3338375.0, 0.41000000000000003: 3338375.0, 0.42: 3338375.0, 0.43: 3338375.0, 0.44: 3338375.0, 0.45: 3338375.0, 0.46: 3338375.0, 0.47000000000000003: 3338375.0, 0.48: 3338375.0, 0.49: 3338375.0, 0.5: 3338375.0, 0.51: 3338375.0, 0.52: 3338375.0, 0.53: 3338375.0, 0.54: 3338375.0, 0.55: 3338375.0, 0.56: 3338375.0, 0.5700000000000001: 3338375.0, 0.58: 3338375.0, 0.59: 3338375.0, 0.6: 3338375.0, 0.61: 3338375.0, 0.62: 3338375.0, 0.63: 3338375.0, 0.64: 3338375.0, 0.65: 3338375.0, 0.66: 3338375.0, 0.67: 3338375.0, 0.68: 3338375.0, 0.6900000000000001: 3338375.0, 0.7000000000000001: 3338375.0, 0.71: 3338375.0, 0.72: 3338375.0, 0.73: 3338375.0, 0.74: 3338375.0, 0.75: 3338375.0, 0.76: 3338375.0, 0.77: 3338375.0, 0.78: 3338375.0, 0.79: 3338375.0, 0.8: 3338375.0, 0.81: 3338375.0, 0.8200000000000001: 3338375.0, 0.8300000000000001: 3338375.0, 0.84: 3338375.0, 0.85: 3338375.0, 0.86: 3338375.0, 0.87: 3338375.0, 0.88: 3338375.0, 0.89: 3338375.0, 0.9: 3338375.0, 0.91: 3338375.0, 0.92: 3338375.0, 0.93: 3338375.0, 0.9400000000000001: 3338375.0, 0.9500000000000001: 3338375.0, 0.96: 3338375.0, 0.97: 3338375.0, 0.98: 3338375.0, 0.99: 3338375.0, 1.0: 3338375.0}"
